bigram,log_odds_ratio
save headache,-0.6581
save little,-0.6581
save much,-0.6581
save recently,-0.6581
save video,-0.6581
saw charge,-0.6581
saw cover,-0.6581
saw free,-0.6581
saw reason,-0.6581
saw tons,-0.6581
say buying,-0.6581
say certainty,-0.6581
say description,-0.6581
say especially,-0.6581
say extremely,-0.6581
say favorite,-0.6581
say gift,-0.6581
say horrible,-0.6581
say lightly,-0.6581
say must,-0.6581
say need,-0.6581
say put,-0.6581
say quality,-0.6581
say think,-0.6581
say used,-0.6581
say years,-0.6581
saying back,-0.6581
says includes,-0.6581
says one,-0.6581
scent could,-0.6581
scent going,-0.6581
scent good,-0.6581
scheduled come,-0.6581
school book,-0.6581
school project,-0.6581
school put,-0.6581
school student,-0.6581
school told,-0.6581
schools school,-0.6581
scissors three,-0.6581
scratch also,-0.6581
scratch resistant,-0.6581
screen completely,-0.6581
screen every,-0.6581
screen hit,-0.6581
screen make,-0.6581
screen never,-0.6581
screen peel,-0.6581
screen picture,-0.6581
screen scratches,-0.6581
screen trying,-0.6581
screen well,-0.6581
screen without,-0.6581
screws inside,-0.6581
scrubbing get,-0.6581
seal approval,-0.6581
seal easier,-0.6581
seam one,-0.6581
seam quite,-0.6581
searched high,-0.6581
searched word,-0.6581
searching internet,-0.6581
season keep,-0.6581
season never,-0.6581
seats back,-0.6581
second box,-0.6581
second chances,-0.6581
second charger,-0.6581
second package,-0.6581
second player,-0.6581
security company,-0.6581
security protocols,-0.6581
see almost,-0.6581
see bottom,-0.6581
see disappointed,-0.6581
see dont,-0.6581
see extremely,-0.6581
see front,-0.6581
see glasses,-0.6581
see image,-0.6581
see items,-0.6581
see listed,-0.6581
see lovely,-0.6581
see metal,-0.6581
see parts,-0.6581
see please,-0.6581
see purchased,-0.6581
see right,-0.6581
see run,-0.6581
see wish,-0.6581
see working,-0.6581
seeing first,-0.6581
seeing many,-0.6581
seeing reviews,-0.6581
seem better,-0.6581
seem broken,-0.6581
seem care,-0.6581
seem color,-0.6581
seem excellent,-0.6581
seem leak,-0.6581
seem pick,-0.6581
seem pop,-0.6581
seemed kind,-0.6581
seemed perfect,-0.6581
seems nice,-0.6581
seems people,-0.6581
seems set,-0.6581
seems still,-0.6581
seems thick,-0.6581
seen bad,-0.6581
seen happen,-0.6581
seen use,-0.6581
self esteem,-0.6581
sell bad,-0.6581
sell inferior,-0.6581
sell replacement,-0.6581
sell separately,-0.6581
seller actually,-0.6581
seller contact,-0.6581
seller stated,-0.6581
selling separate,-0.6581
seltzer water,-0.6581
send something,-0.6581
sense one,-0.6581
sense really,-0.6581
sent first,-0.6581
sent photos,-0.6581
sent received,-0.6581
separate orders,-0.6581
series order,-0.6581
serious damage,-0.6581
serious problems,-0.6581
seriously book,-0.6581
seriously hard,-0.6581
seriously like,-0.6581
seriously trains,-0.6581
served years,-0.6581
service company,-0.6581
service email,-0.6581
service let,-0.6581
service makes,-0.6581
service never,-0.6581
service one,-0.6581
service purchase,-0.6581
service save,-0.6581
sesame characters,-0.6581
set cards,-0.6581
set fine,-0.6581
set guitar,-0.6581
set help,-0.6581
set kindle,-0.6581
set match,-0.6581
set notifications,-0.6581
set popular,-0.6581
set send,-0.6581
set stage,-0.6581
set still,-0.6581
set wifi,-0.6581
set without,-0.6581
sets purchased,-0.6581
setting account,-0.6581
settings set,-0.6581
setup camera,-0.6581
setup could,-0.6581
setup getting,-0.6581
several apps,-0.6581
several cups,-0.6581
several thousand,-0.6581
several videos,-0.6581
shaped like,-0.6581
shapes sizes,-0.6581
share world,-0.6581
shared concern,-0.6581
sharp end,-0.6581
sharp objects,-0.6581
sheets bought,-0.6581
sheets ever,-0.6581
sheets time,-0.6581
sheets went,-0.6581
sheets would,-0.6581
shipped even,-0.6581
shipping damage,-0.6581
shipping handling,-0.6581
shirt made,-0.6581
shirt need,-0.6581
shirts came,-0.6581
shirts made,-0.6581
shirts much,-0.6581
shirts run,-0.6581
shirts super,-0.6581
shock mount,-0.6581
shock value,-0.6581
shoe want,-0.6581
shoes completely,-0.6581
shoes see,-0.6581
short circuit,-0.6581
short sleeve,-0.6581
shorts ride,-0.6581
show evidence,-0.6581
show however,-0.6581
showed quickly,-0.6581
sick eating,-0.6581
sick lost,-0.6581
side phone,-0.6581
sign anything,-0.6581
signal levels,-0.6581
significantly less,-0.6581
significantly longer,-0.6581
silent patient,-0.6581
silicone baking,-0.6581
similar experiences,-0.6581
similar first,-0.6581
similar priced,-0.6581
similar reviews,-0.6581
similar shades,-0.6581
simple since,-0.6581
simple straight,-0.6581
simplicity ease,-0.6581
simply fit,-0.6581
since becoming,-0.6581
since college,-0.6581
since completely,-0.6581
since daughter,-0.6581
since deep,-0.6581
since good,-0.6581
since happened,-0.6581
since june,-0.6581
since never,-0.6581
since replacing,-0.6581
since wanted,-0.6581
single cup,-0.6581
single device,-0.6581
single motion,-0.6581
single pod,-0.6581
single product,-0.6581
sink bottom,-0.6581
sink set,-0.6581
sit chair,-0.6581
sits right,-0.6581
sitting next,-0.6581
situation never,-0.6581
situation would,-0.6581
six month,-0.6581
six people,-0.6581
size bottles,-0.6581
size containers,-0.6581
size even,-0.6581
size favorite,-0.6581
size mattress,-0.6581
size next,-0.6581
size pack,-0.6581
size paper,-0.6581
size picture,-0.6581
size pillow,-0.6581
size thickness,-0.6581
size used,-0.6581
size year,-0.6581
sized bottle,-0.6581
sizes larger,-0.6581
sizing guide,-0.6581
skin always,-0.6581
skin care,-0.6581
skin know,-0.6581
skin used,-0.6581
sleep mode,-0.6581
sleep restoration,-0.6581
slightly damaged,-0.6581
slightly short,-0.6581
slip since,-0.6581
slipped fell,-0.6581
small bags,-0.6581
small break,-0.6581
small compartment,-0.6581
small differences,-0.6581
small head,-0.6581
small ish,-0.6581
small may,-0.6581
small packs,-0.6581
small people,-0.6581
small use,-0.6581
small would,-0.6581
small yellow,-0.6581
smaller diameter,-0.6581
smaller less,-0.6581
smaller listed,-0.6581
smaller packs,-0.6581
smaller pieces,-0.6581
smaller roll,-0.6581
smaller sheets,-0.6581
smaller sized,-0.6581
smaller sizes,-0.6581
smart phones,-0.6581
smell litter,-0.6581
smell plastic,-0.6581
smell taste,-0.6581
smell worse,-0.6581
smelled awful,-0.6581
smelled right,-0.6581
smells bad,-0.6581
smiled like,-0.6581
smooth video,-0.6581
smoothie ingredients,-0.6581
soak scrub,-0.6581
sodium potassium,-0.6581
soft one,-0.6581
softer original,-0.6581
software company,-0.6581
software could,-0.6581
software directly,-0.6581
software none,-0.6581
software running,-0.6581
software since,-0.6581
sole purpose,-0.6581
solid since,-0.6581
solid stars,-0.6581
solimo brand,-0.6581
solution also,-0.6581
somehow feel,-0.6581
somehow still,-0.6581
someone call,-0.6581
someone filling,-0.6581
someone needs,-0.6581
someone plays,-0.6581
someone post,-0.6581
someone send,-0.6581
something fast,-0.6581
something heavier,-0.6581
something last,-0.6581
something less,-0.6581
something may,-0.6581
something measure,-0.6581
something noticed,-0.6581
something strange,-0.6581
something time,-0.6581
something year,-0.6581
sometimes something,-0.6581
sometimes work,-0.6581
son even,-0.6581
son made,-0.6581
son new,-0.6581
son soon,-0.6581
son told,-0.6581
soon amazon,-0.6581
soon opened,-0.6581
sooner later,-0.6581
sorry product,-0.6581
sound changed,-0.6581
sound get,-0.6581
sound harsh,-0.6581
sound hear,-0.6581
sound one,-0.6581
soy bad,-0.6581
space could,-0.6581
space grey,-0.6581
space using,-0.6581
spanking new,-0.6581
speak someone,-0.6581
special offer,-0.6581
specially since,-0.6581
specific situation,-0.6581
specific size,-0.6581
specifically bought,-0.6581
specifically designed,-0.6581
speed almost,-0.6581
speed paying,-0.6581
speed third,-0.6581
spend every,-0.6581
spend get,-0.6581
spend great,-0.6581
spend half,-0.6581
spend one,-0.6581
spending hour,-0.6581
spent also,-0.6581
spent day,-0.6581
spent days,-0.6581
spent extra,-0.6581
spent hundreds,-0.6581
spent quite,-0.6581
spf day,-0.6581
spin part,-0.6581
spoke rep,-0.6581
spot old,-0.6581
spray leaks,-0.6581
spray shot,-0.6581
spray small,-0.6581
sprayed everything,-0.6581
sprayed house,-0.6581
sprayer last,-0.6581
spring tension,-0.6581
stain smell,-0.6581
stand definitely,-0.6581
stand review,-0.6581
stand ripping,-0.6581
star magazine,-0.6581
star price,-0.6581
star well,-0.6581
star would,-0.6581
starbucks cups,-0.6581
stars amazon,-0.6581
stars feel,-0.6581
stars get,-0.6581
start giving,-0.6581
start good,-0.6581
start truck,-0.6581
started chewing,-0.6581
started feeding,-0.6581
started get,-0.6581
started growing,-0.6581
started really,-0.6581
started subscription,-0.6581
starts getting,-0.6581
state never,-0.6581
stated get,-0.6581
stayed away,-0.6581
steer away,-0.6581
step away,-0.6581
step back,-0.6581
step wanted,-0.6581
stick apparently,-0.6581
stick muffin,-0.6581
stick wish,-0.6581
sticker check,-0.6581
sticker product,-0.6581
sticks like,-0.6581
still absolutely,-0.6581
still annoying,-0.6581
still bucket,-0.6581
still came,-0.6581
still careful,-0.6581
still charge,-0.6581
still charged,-0.6581
still help,-0.6581
still image,-0.6581
still issue,-0.6581
still lose,-0.6581
still moves,-0.6581
still new,-0.6581
still picture,-0.6581
still problems,-0.6581
still purchase,-0.6581
still running,-0.6581
still say,-0.6581
still sharp,-0.6581
still sure,-0.6581
still tact,-0.6581
stocky guy,-0.6581
stomach upset,-0.6581
stopped getting,-0.6581
stopped making,-0.6581
stops door,-0.6581
storage memory,-0.6581
storage option,-0.6581
storage unit,-0.6581
storage via,-0.6581
store download,-0.6581
store every,-0.6581
store extra,-0.6581
store freezer,-0.6581
store make,-0.6581
store need,-0.6581
store person,-0.6581
store smaller,-0.6581
stores went,-0.6581
straight bin,-0.6581
straight bottom,-0.6581
straightforward download,-0.6581
strap would,-0.6581
straps make,-0.6581
stream movies,-0.6581
street characters,-0.6581
stretched much,-0.6581
string cutter,-0.6581
string lights,-0.6581
string one,-0.6581
string string,-0.6581
strings even,-0.6581
strip easily,-0.6581
stroke genius,-0.6581
strong paper,-0.6581
strongly state,-0.6581
struggle getting,-0.6581
stuff dirt,-0.6581
stuff much,-0.6581
sturdy plate,-0.6581
sturdy though,-0.6581
sub save,-0.6581
submitting review,-0.6581
subscription buy,-0.6581
subscription days,-0.6581
subscription end,-0.6581
subscription ends,-0.6581
subscription lose,-0.6581
subscription noticed,-0.6581
subscriptions one,-0.6581
suck straw,-0.6581
suffered badly,-0.6581
sugar grams,-0.6581
sugar taste,-0.6581
suggest following,-0.6581
suite one,-0.6581
summer school,-0.6581
summer use,-0.6581
super bright,-0.6581
super flimsy,-0.6581
super irritating,-0.6581
super sad,-0.6581
support author,-0.6581
support business,-0.6581
support could,-0.6581
support get,-0.6581
support good,-0.6581
support known,-0.6581
support like,-0.6581
support number,-0.6581
support page,-0.6581
support sent,-0.6581
support use,-0.6581
supposed clean,-0.6581
supposed gave,-0.6581
sure continue,-0.6581
sure least,-0.6581
sure maybe,-0.6581
sure super,-0.6581
sure supposed,-0.6581
sure thank,-0.6581
sure turned,-0.6581
sure understand,-0.6581
sure worked,-0.6581
surface noise,-0.6581
surfboard modem,-0.6581
surprise opened,-0.6581
surrounding states,-0.6581
suspicions confirmed,-0.6581
swam ocean,-0.6581
sweaty hands,-0.6581
switch player,-0.6581
switch still,-0.6581
switch would,-0.6581
switch yet,-0.6581
switched blue,-0.6581
switching new,-0.6581
symptoms tested,-0.6581
system excellent,-0.6581
system let,-0.6581
system went,-0.6581
tablet need,-0.6581
tablet read,-0.6581
tabs rip,-0.6581
take control,-0.6581
take pic,-0.6581
take review,-0.6581
take vet,-0.6581
taken two,-0.6581
taking help,-0.6581
taking many,-0.6581
talking camera,-0.6581
tape send,-0.6581
tape strong,-0.6581
task finding,-0.6581
tasks around,-0.6581
taste bit,-0.6581
taste concerned,-0.6581
taste first,-0.6581
taste fruit,-0.6581
taste home,-0.6581
tasted fine,-0.6581
tasting coffee,-0.6581
teacher heart,-0.6581
tear along,-0.6581
tech stuff,-0.6581
tell also,-0.6581
tell care,-0.6581
tell felt,-0.6581
tell home,-0.6581
tell time,-0.6581
tell world,-0.6581
tells replace,-0.6581
tells use,-0.6581
temperature work,-0.6581
ten bucks,-0.6581
ten dollars,-0.6581
tend use,-0.6581
tendency leak,-0.6581
terrible diaper,-0.6581
test drove,-0.6581
test high,-0.6581
test kits,-0.6581
test test,-0.6581
test used,-0.6581
tested certified,-0.6581
tested first,-0.6581
tested long,-0.6581
tested water,-0.6581
tested year,-0.6581
thank people,-0.6581
thanks apple,-0.6581
thats right,-0.6581
thick cheap,-0.6581
thick soft,-0.6581
thick strong,-0.6581
thicker paper,-0.6581
thickness regular,-0.6581
thin diapers,-0.6581
thin look,-0.6581
thin material,-0.6581
thing fits,-0.6581
thing leaves,-0.6581
thing people,-0.6581
thing purchased,-0.6581
thing recommend,-0.6581
thing set,-0.6581
thing supposed,-0.6581
thing though,-0.6581
thing together,-0.6581
thing told,-0.6581
things already,-0.6581
things break,-0.6581
things care,-0.6581
things difficult,-0.6581
things feel,-0.6581
things free,-0.6581
things happened,-0.6581
things look,-0.6581
things recommend,-0.6581
things seem,-0.6581
things think,-0.6581
things time,-0.6581
think bought,-0.6581
think disappointed,-0.6581
think look,-0.6581
think many,-0.6581
think okay,-0.6581
think opened,-0.6581
think see,-0.6581
thinking maybe,-0.6581
thinner others,-0.6581
third part,-0.6581
though app,-0.6581
though buying,-0.6581
though fault,-0.6581
though fire,-0.6581
though little,-0.6581
though old,-0.6581
though seems,-0.6581
though sure,-0.6581
thought long,-0.6581
thought two,-0.6581
thought went,-0.6581
three cameras,-0.6581
three layers,-0.6581
three minutes,-0.6581
three thin,-0.6581
threw trash,-0.6581
thrilled able,-0.6581
throughout night,-0.6581
throughout rest,-0.6581
throughout week,-0.6581
throw pillows,-0.6581
throw would,-0.6581
throwing trash,-0.6581
thrown away,-0.6581
tight probably,-0.6581
tight returned,-0.6581
tight squeeze,-0.6581
tilt cup,-0.6581
time access,-0.6581
time admitted,-0.6581
time applied,-0.6581
time believing,-0.6581
time figured,-0.6581
time film,-0.6581
time food,-0.6581
time forget,-0.6581
time four,-0.6581
time frustrating,-0.6581
time light,-0.6581
time lot,-0.6581
time microsoft,-0.6581
time mine,-0.6581
time norton,-0.6581
time plugged,-0.6581
time problem,-0.6581
time pump,-0.6581
time replaced,-0.6581
time required,-0.6581
time return,-0.6581
time runs,-0.6581
time setting,-0.6581
time sprayed,-0.6581
times absolutely,-0.6581
times dead,-0.6581
times gives,-0.6581
times got,-0.6581
times new,-0.6581
times see,-0.6581
times trying,-0.6581
tipped markers,-0.6581
title author,-0.6581
title product,-0.6581
tldr buy,-0.6581
today amazon,-0.6581
today black,-0.6581
today couple,-0.6581
today everything,-0.6581
today extremely,-0.6581
today put,-0.6581
today used,-0.6581
together another,-0.6581
together imagine,-0.6581
together overall,-0.6581
together without,-0.6581
toilet papers,-0.6581
told fine,-0.6581
told never,-0.6581
took five,-0.6581
took get,-0.6581
took maybe,-0.6581
took paint,-0.6581
took several,-0.6581
took vet,-0.6581
tool work,-0.6581
tools materials,-0.6581
tooth pick,-0.6581
top absorbent,-0.6581
top box,-0.6581
top end,-0.6581
top five,-0.6581
top layer,-0.6581
top lists,-0.6581
top part,-0.6581
top read,-0.6581
top sure,-0.6581
tore open,-0.6581
tossed washer,-0.6581
tossing trash,-0.6581
total six,-0.6581
total storage,-0.6581
total times,-0.6581
totally sealed,-0.6581
totally useless,-0.6581
touch reality,-0.6581
towards bottom,-0.6581
towel soaked,-0.6581
towels amazon,-0.6581
towels better,-0.6581
toy also,-0.6581
toy bought,-0.6581
tracking camera,-0.6581
travel great,-0.6581
trays used,-0.6581
treat able,-0.6581
treat give,-0.6581
treated like,-0.6581
treats anymore,-0.6581
treats definitely,-0.6581
treats dog,-0.6581
tree front,-0.6581
tried activate,-0.6581
tried dozen,-0.6581
tried numerous,-0.6581
tried play,-0.6581
tried taking,-0.6581
tried turn,-0.6581
tried twice,-0.6581
triggering motion,-0.6581
trip use,-0.6581
trouble shooting,-0.6581
trust integrity,-0.6581
trust microsoft,-0.6581
try always,-0.6581
try jump,-0.6581
try many,-0.6581
try pretty,-0.6581
try recipe,-0.6581
try spray,-0.6581
try tell,-0.6581
try wipes,-0.6581
try works,-0.6581
trying convince,-0.6581
trying expensive,-0.6581
trying force,-0.6581
trying look,-0.6581
trying open,-0.6581
trying protect,-0.6581
trying pull,-0.6581
trying sell,-0.6581
trying something,-0.6581
trying teach,-0.6581
turbotax deluxe,-0.6581
turbotax use,-0.6581
turkey tendons,-0.6581
turn everyone,-0.6581
turn green,-0.6581
turn often,-0.6581
turn top,-0.6581
turn used,-0.6581
turn well,-0.6581
turn yellow,-0.6581
turned expensive,-0.6581
turns one,-0.6581
turquoise one,-0.6581
twice one,-0.6581
twice since,-0.6581
twice size,-0.6581
twist would,-0.6581
two back,-0.6581
two feeling,-0.6581
two important,-0.6581
two lines,-0.6581
two old,-0.6581
two pillows,-0.6581
two sheets,-0.6581
two shows,-0.6581
two stars,-0.6581
two subscriptions,-0.6581
two turned,-0.6581
two used,-0.6581
two week,-0.6581
type guitar,-0.6581
type pen,-0.6581
type situation,-0.6581
ukulele bass,-0.6581
unable speak,-0.6581
unbiased opinion,-0.6581
underneath sure,-0.6581
understand following,-0.6581
understand good,-0.6581
underwear wear,-0.6581
unfortunate cannot,-0.6581
unfortunately bought,-0.6581
unfortunately case,-0.6581
unfortunately got,-0.6581
unfortunately realize,-0.6581
unfortunately since,-0.6581
unfortunately work,-0.6581
uninstalled installed,-0.6581
unique device,-0.6581
unit able,-0.6581
unit back,-0.6581
unit great,-0.6581
unit know,-0.6581
unit received,-0.6581
unit still,-0.6581
unit work,-0.6581
units side,-0.6581
unless call,-0.6581
unless close,-0.6581
unless right,-0.6581
unpleasant odors,-0.6581
update allowed,-0.6581
update makes,-0.6581
update modem,-0.6581
update reached,-0.6581
update read,-0.6581
update reviewed,-0.6581
update week,-0.6581
upload speeds,-0.6581
upon use,-0.6581
urine every,-0.6581
usable condition,-0.6581
use business,-0.6581
use button,-0.6581
use clear,-0.6581
use colors,-0.6581
use contacted,-0.6581
use echo,-0.6581
use existing,-0.6581
use give,-0.6581
use hubs,-0.6581
use internet,-0.6581
use let,-0.6581
use local,-0.6581
use older,-0.6581
use order,-0.6581
use pay,-0.6581
use pods,-0.6581
use private,-0.6581
use say,-0.6581
use screens,-0.6581
use sides,-0.6581
use silicone,-0.6581
use stand,-0.6581
use strength,-0.6581
use super,-0.6581
use trash,-0.6581
use unfortunately,-0.6581
use xbox,-0.6581
use xlr,-0.6581
use xmas,-0.6581
used add,-0.6581
used amazing,-0.6581
used big,-0.6581
used correctly,-0.6581
used day,-0.6581
used drink,-0.6581
used filtered,-0.6581
used full,-0.6581
used glass,-0.6581
used hands,-0.6581
used marker,-0.6581
used maybe,-0.6581
used mechanical,-0.6581
used might,-0.6581
used ordered,-0.6581
used rest,-0.6581
used self,-0.6581
used since,-0.6581
used smaller,-0.6581
used software,-0.6581
used standard,-0.6581
used straw,-0.6581
used test,-0.6581
used throughout,-0.6581
used thus,-0.6581
used twice,-0.6581
used whole,-0.6581
user experience,-0.6581
user guide,-0.6581
user years,-0.6581
uses example,-0.6581
using band,-0.6581
using cleaning,-0.6581
using everywhere,-0.6581
using filter,-0.6581
using find,-0.6581
using normal,-0.6581
using note,-0.6581
using original,-0.6581
using show,-0.6581
using stuck,-0.6581
usually great,-0.6581
vacation hawaii,-0.6581
vacation seems,-0.6581
value could,-0.6581
value order,-0.6581
value think,-0.6581
various pens,-0.6581
velvet dust,-0.6581
version believe,-0.6581
version better,-0.6581
version bought,-0.6581
version fresh,-0.6581
version gave,-0.6581
version least,-0.6581
version norton,-0.6581
version upgrade,-0.6581
version work,-0.6581
vet always,-0.6581
vet bills,-0.6581
via blink,-0.6581
via card,-0.6581
via computer,-0.6581
video bought,-0.6581
video device,-0.6581
video drivers,-0.6581
video etc,-0.6581
video problems,-0.6581
video storage,-0.6581
video taken,-0.6581
video video,-0.6581
videos people,-0.6581
videos think,-0.6581
videos youtube,-0.6581
view footage,-0.6581
view past,-0.6581
view would,-0.6581
viewing details,-0.6581
virtually impossible,-0.6581
viruses malware,-0.6581
vita coco,-0.6581
vitamin vitamin,-0.6581
vitamins like,-0.6581
vitamins organic,-0.6581
vivid color,-0.6581
voice low,-0.6581
voila worked,-0.6581
volume adjust,-0.6581
volume small,-0.6581
volume voice,-0.6581
wait days,-0.6581
waited post,-0.6581
waited years,-0.6581
walk many,-0.6581
walk miles,-0.6581
wall like,-0.6581
wall way,-0.6581
want bother,-0.6581
want job,-0.6581
want pad,-0.6581
want personally,-0.6581
want pop,-0.6581
want stream,-0.6581
want switch,-0.6581
want tell,-0.6581
want tried,-0.6581
want view,-0.6581
wanted best,-0.6581
wanted eat,-0.6581
wanting double,-0.6581
wanting needing,-0.6581
wants help,-0.6581
warm days,-0.6581
warranty could,-0.6581
warranty phone,-0.6581
warranty pretty,-0.6581
warranty product,-0.6581
washes started,-0.6581
washing couple,-0.6581
washing soap,-0.6581
wasp hornet,-0.6581
waste one,-0.6581
wasting everyone,-0.6581
watch person,-0.6581
watch shows,-0.6581
watched lot,-0.6581
watching last,-0.6581
water beading,-0.6581
water blurry,-0.6581
water dried,-0.6581
water end,-0.6581
water filled,-0.6581
water got,-0.6581
water half,-0.6581
water initially,-0.6581
water poured,-0.6581
water prior,-0.6581
water putting,-0.6581
water received,-0.6581
water smell,-0.6581
water system,-0.6581
water valve,-0.6581
watered version,-0.6581
waterproof hiking,-0.6581
waterproof mattress,-0.6581
way actual,-0.6581
way bigger,-0.6581
way box,-0.6581
way check,-0.6581
way delete,-0.6581
way equipment,-0.6581
way especially,-0.6581
way ever,-0.6581
way feel,-0.6581
way fix,-0.6581
way improve,-0.6581
way loose,-0.6581
way never,-0.6581
way overpriced,-0.6581
way really,-0.6581
way recommend,-0.6581
way remember,-0.6581
way rip,-0.6581
way sambucus,-0.6581
way saying,-0.6581
way still,-0.6581
way waste,-0.6581
way worse,-0.6581
weak coffee,-0.6581
wear even,-0.6581
wear gloves,-0.6581
wear make,-0.6581
wear outside,-0.6581
wearing three,-0.6581
webcam mic,-0.6581
week decided,-0.6581
week gave,-0.6581
week going,-0.6581
week noticed,-0.6581
week play,-0.6581
week saw,-0.6581
week vacation,-0.6581
week went,-0.6581
week wow,-0.6581
week years,-0.6581
weeks come,-0.6581
weeks going,-0.6581
weeks never,-0.6581
weeks turn,-0.6581
weeks unfortunately,-0.6581
weeks works,-0.6581
weeks worth,-0.6581
weight good,-0.6581
weight limit,-0.6581
weight maintenance,-0.6581
weight makes,-0.6581
weight watchers,-0.6581
weights actually,-0.6581
weights ordered,-0.6581
weird looking,-0.6581
weird would,-0.6581
weirdest thing,-0.6581
well arrived,-0.6581
well daughter,-0.6581
well dumped,-0.6581
well except,-0.6581
well false,-0.6581
well fast,-0.6581
well full,-0.6581
well giving,-0.6581
well glad,-0.6581
well informed,-0.6581
well install,-0.6581
well lasted,-0.6581
well live,-0.6581
well packaging,-0.6581
well pampers,-0.6581
well people,-0.6581
well researched,-0.6581
well run,-0.6581
well saw,-0.6581
well stays,-0.6581
well sticky,-0.6581
well store,-0.6581
well tested,-0.6581
well update,-0.6581
well visually,-0.6581
well wipes,-0.6581
well year,-0.6581
went best,-0.6581
went buy,-0.6581
went knowing,-0.6581
went microsoft,-0.6581
went process,-0.6581
went put,-0.6581
went walk,-0.6581
wet rain,-0.6581
whatever use,-0.6581
wheels easy,-0.6581
whole bag,-0.6581
wife gets,-0.6581
wife iphone,-0.6581
wife loved,-0.6581
wifi channel,-0.6581
willing risk,-0.6581
window frame,-0.6581
window get,-0.6581
window opening,-0.6581
windows app,-0.6581
windows linux,-0.6581
windshield dimensions,-0.6581
windshield rain,-0.6581
wipe plus,-0.6581
wipe surface,-0.6581
wipes also,-0.6581
wipes amazon,-0.6581
wipes contain,-0.6581
wipes daughter,-0.6581
wipes drying,-0.6581
wipes even,-0.6581
wipes first,-0.6581
wipes great,-0.6581
wipes keep,-0.6581
wipes love,-0.6581
wipes would,-0.6581
wired stick,-0.6581
wireless routers,-0.6581
wish done,-0.6581
wish give,-0.6581
within reach,-0.6581
within short,-0.6581
within specifications,-0.6581
without battery,-0.6581
without buying,-0.6581
without dropping,-0.6581
without hassle,-0.6581
without incident,-0.6581
without internet,-0.6581
without major,-0.6581
without mold,-0.6581
without say,-0.6581
without slipping,-0.6581
without software,-0.6581
without telling,-0.6581
without trying,-0.6581
wonderful love,-0.6581
wonderfully well,-0.6581
wont back,-0.6581
wont get,-0.6581
wood shop,-0.6581
word last,-0.6581
words check,-0.6581
words used,-0.6581
wore could,-0.6581
wore little,-0.6581
work came,-0.6581
work days,-0.6581
work doctor,-0.6581
work everyone,-0.6581
work goes,-0.6581
work going,-0.6581
work hour,-0.6581
work mostly,-0.6581
work must,-0.6581
work never,-0.6581
work night,-0.6581
work okay,-0.6581
work problem,-0.6581
work pulling,-0.6581
work rather,-0.6581
work replaced,-0.6581
work short,-0.6581
work tech,-0.6581
work trash,-0.6581
work vacation,-0.6581
work wearing,-0.6581
work within,-0.6581
worked next,-0.6581
worked one,-0.6581
worked right,-0.6581
worked worked,-0.6581
working amazon,-0.6581
working cleaned,-0.6581
working less,-0.6581
working remote,-0.6581
workout routines,-0.6581
works bought,-0.6581
works especially,-0.6581
works extremely,-0.6581
works iphone,-0.6581
works keep,-0.6581
works manufacturing,-0.6581
works works,-0.6581
world even,-0.6581
world tried,-0.6581
worse trying,-0.6581
worse yet,-0.6581
worth download,-0.6581
worth maybe,-0.6581
worth trying,-0.6581
would advise,-0.6581
would amazon,-0.6581
would bother,-0.6581
would catch,-0.6581
would charge,-0.6581
would charged,-0.6581
would eventually,-0.6581
would face,-0.6581
would feed,-0.6581
would iphone,-0.6581
would irritating,-0.6581
would knock,-0.6581
would reset,-0.6581
would respect,-0.6581
would set,-0.6581
would spill,-0.6581
would stabilize,-0.6581
would thing,-0.6581
would unable,-0.6581
would year,-0.6581
wow got,-0.6581
wow see,-0.6581
wrapped one,-0.6581
write letter,-0.6581
write purchase,-0.6581
written leave,-0.6581
written several,-0.6581
wrong color,-0.6581
wrong direction,-0.6581
wrong think,-0.6581
wrong way,-0.6581
xbox series,-0.6581
xfinity support,-0.6581
yeah yeah,-0.6581
year charge,-0.6581
year looks,-0.6581
year maybe,-0.6581
year paid,-0.6581
year purchase,-0.6581
year received,-0.6581
year recommended,-0.6581
years believe,-0.6581
years early,-0.6581
years eyes,-0.6581
years guess,-0.6581
years owned,-0.6581
years problem,-0.6581
years quality,-0.6581
years seemed,-0.6581
years suddenly,-0.6581
yellow time,-0.6581
yellow tint,-0.6581
yes smell,-0.6581
yet good,-0.6581
yet kid,-0.6581
yet somehow,-0.6581
yet take,-0.6581
yet tried,-0.6581
young people,-0.6581
zebra pens,-0.6581
zero carb,-0.6581
zero sugar,-0.6581
zero technologies,-0.6581
zevia really,-0.6581
stopped working,-0.6360
customer service,-0.6219
contacted company,-0.6011
got today,-0.6011
even get,-0.5980
use product,-0.5980
better quality,-0.5930
less week,-0.5920
one actually,-0.5920
really excited,-0.5920
reviews amazon,-0.5920
stand behind,-0.5920
would get,-0.5886
like book,-0.5872
someone else,-0.5811
apple product,-0.5796
attached video,-0.5796
buy anything,-0.5796
difficult get,-0.5796
five days,-0.5796
people buy,-0.5796
received email,-0.5796
received product,-0.5796
three years,-0.5796
try find,-0.5796
water wipes,-0.5796
wifi network,-0.5796
would much,-0.5796
like someone,-0.5624
new design,-0.5624
smelled like,-0.5624
able pull,-0.5617
alexa play,-0.5617
book get,-0.5617
could return,-0.5617
could used,-0.5617
free time,-0.5617
get going,-0.5617
get something,-0.5617
length time,-0.5617
